movieId,id,title,tags
3694,28165,The Toxic Avenger Part II,"the toxic avenger is lured to tokyo, japan by the evil corporation apocalypse inc. so while the toxic avenger is fighting crime in tokyo, apocalypse inc. spread evil in tromaville. comedy horror action japan newjersey sequel superhero gore spoof cultfilm ronfazio johnaltamura phoebelegere lloydkaufman michaelherz"
3697,169,Predator 2,"ten years after a band of mercenaries first battled a vicious alien, the invisible creature from another world has returned to earth -- and this time, it's drawn to the gang-ruled and ravaged city of los angeles. when it starts murdering drug dealers, detective-lieutenant mike harrigan and his police force set out to capture the creature, ignoring warnings from a mysterious government agent to stay away. sciencefiction action thriller predator warondrugs extraterrestrialtechnology losangeles invisible kevinpeterhall dannyglover garybusey stephenhopkins"
3698,865,The Running Man,"by 2017, the global economy has collapsed and american society has become a totalitarian police state, censoring all cultural activity. the government pacifies the populace by broadcasting a number of game shows in which convicted criminals fight for their lives, including the gladiator-style the running man, hosted by the ruthless damon killian, where “runners” attempt to evade “stalkers” and certain death for a chance to be pardoned and set free. action sciencefiction prison chase huntinghumanbeings gameshow dystopia dystopicfuture arnoldschwarzenegger richarddawson maríaconchitaalonso paulmichaelglaser"
3702,9659,Mad Max,"in a dystopian future australia, a vicious biker gang murders a cop's family, and makes his fight with them personal. adventure action thriller sciencefiction chain baby bridge post-apocalyptic dystopia matteroflifeanddeath benzine biker partner truck motorcycle motorcyclegang explodingcar ozploitation melgibson joannesamuel hughkeays-byrne georgemiller"
3703,8810,Mad Max 2: The Road Warrior,"max rockatansky returns as the heroic loner who drives the dusty roads of a postapocalyptic australian outback in an unending search for gasoline. arrayed against him and the other scraggly defendants of a fuel-depot encampment are the bizarre warriors commanded by the charismatic lord humungus, a violent leader whose scruples are as barren as the surrounding landscape. adventure action thriller sciencefiction explosive boomerang pilot chase post-apocalyptic dystopia deal survivor feralchild australia community ex-cop truck sequel independentfilm oil wasteland gangrape violence dog desolate oilrefinery disfigurementmask musicbox oiltanker wanderer ozploitation motorcyclegangs melgibson brucespence michaelpreston georgemiller"
3704,9355,Mad Max Beyond Thunderdome,"mad max becomes a pawn in a decadent oasis of a technological society, and when exiled, becomes the deliverer of a colony of children. action adventure sciencefiction arena sandstorm dystopia oasis sequel postnuclear ozploitation melgibson tinaturner brucespence georgemiller georgeogilvie"
3707,10068,Nine 1/2 Weeks,"an erotic story about a woman, the assistant of an art gallery, who gets involved in an impersonal affair with a man. she barely knows about his life, only about the sex games they play, so the relationship begins to get complicated. drama romance sexualobsession prostitute women'ssexualidentity broker galleryowner sadomasochism mickeyrourke kimbasinger margaretwhitton adrianlyne"
3708,11495,Firestarter,"as youths, andy mcgee (david keith) and his future wife, vicky (heather locklear), participated in secret experiments, allowing themselves to be subjected to mysterious medical tests. years later, the couple's daughter, charlie (drew barrymore), begins to exhibit the ability of setting fires solely with her mind. this volatile talent makes the youngster extremely dangerous and soon she becomes a target for the enigmatic agency known as ""the shop."" fantasy drama horror action thriller fire telepathy intelligence college davidkeith drewbarrymore freddiejones markl.lester"
3710,10117,Action Jackson,vengence drives a tough detroit cop to stay on the trail of a power hungry auto magnate who's systematically eliminating his competition. action adventure comedy crime drama showdown suspicionofmurder boxer suspension organizedcrime shootout carchase detroit drugaddict oneagainstmany megalomaniac maverickcop framedformurder barfight explodingboat actionhero carlweathers craigt.nelson vanity craigr.baxley
3740,6978,Big Trouble in Little China,"when trucker, jack burton agreed to take his friend, wang chi to pick up his fiancee at the airport, he never expected to get involved in a supernatural battle between good and evil. wang's fiancee has emerald green eyes, which make her a perfect target for immortal sorcerer, lo pan and his three invincible cronies. lo pan must marry a girl with green eyes so he can regain his physical form. action adventure comedy fantasy kungfu chinatown magic mystery kurtrussell kimcattrall dennisdun johncarpenter"
3743,10571,Boys and Girls,"ryan and jennifer are opposites who definitely do not attract. at least that's what they always believed. when they met as twelve-year-olds, they disliked one another. when they met again as teenagers, they loathed each other. but when they meet in college, the uptight ryan and the free-spirited jennifer find that their differences bind them together and a rare friendship develops. comedy drama romance soulmates newlove platoniclove lovers girlfriend modelstudent friendship motherlylove studentmovie student university relationship freddieprinzejr. claireforlani jasonbiggs robertiscove"
3747,25636,Jesus' Son,a young man turns from drug addiction and petty crime to a life redeemed by a discovery of compassion comedy drama romance drugabuse magicmushroom darkcomedy independentfilm drug psychedelics heroinaddict womandirector billycrudup denisleary jackblack alisonmaclean
3751,7443,Chicken Run,"having been hopelessly repressed and facing eventual certain death at the british chicken farm where they are held, rocky the american rooster and ginger the chicken decide to rebel against the evil mr. and mrs. tweedy, the farm's owners. rocky and ginger lead their fellow chickens in a great escape from the murderous farmers and their farm of doom. animation comedy family chicken freedom escape chickenfarm piemachine melgibson mirandarichardson timothyspall nickpark peterlord"
3761,9702,Bound by Honor,"based on the true life experiences of poet jimmy santiago baca, the film focuses on half-brothers paco and cruz, and their bi-racial cousin miklo. it opens in 1972, as the three are members of an east l.a. gang known as the ""vatos locos"", and the story focuses on how a violent crime and the influence of narcotics alter their lives. miklo is incarcerated and sent to san quentin, where he makes a ""home"" for himself. cruz becomes an exceptional artist, but a heroin addiction overcomes him with tragic results. paco becomes a cop and an enemy to his ""carnal"", miklo. action crime drama thriller juvenileprison artist jail eastl.a. hood gang youthgang racism drug mexicanamerican barrio policeshootout cholo lowrider damianchapa jesseborrego benjaminbratt taylorhackford"
3774,16096,House Party 2,kid'n'play leave their neighborhood and enter the world of adulthood and higher education. play attempts to get rich quick in the music business while kid faces the challenges of college. comedy martinlawrence christophermartin christopherreid dougmchenry georgejackson
3791,1788,Footloose,"when teenager ren and his family move from big-city chicago to a small town in the west, he's in for a real case of culture shock. drama family music romance dancing dancer dance music danceteacher kevinbacon johnlithgow diannewiest herbertross"
3792,32275,Duel in the Sun,"beautiful half-breed pearl chavez becomes the ward of her dead father's first love and finds herself torn between her sons, one good and the other bad. western halfbreed jenniferjones josephcotten gregorypeck kingvidor"
3794,44490,Chuck & Buck,"buck is a man-child who has lived his existence in a life of kindergarten collages and lollipops. buck remembers his old childhood friend chuck, with whom he feels a need to reconnect with after having invited him to his mother's funeral. buck treks out to la where chuck, now a music record executive, is living his life. buck ends up developing an obsession with chuck and begins stalking him. comedy drama gay independentfilm mentallyhandicappedman mikewhite chrisweitz lupeontiveros miguelarteta"
3797,36047,The In Crowd,"a mentally disturbed young woman takes a job at a posh country club and falls in with a clique of wealthy college kids where she's taken under the wing of the clique's twisted leader, who harbors some dark secrets too terrifying to tell. thriller womandirector susanward loriheuring matthewsettle marylambert"
3812,11624,Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,"a collection of seven vignettes, which each address a question concerning human sexuality. comedy transsexuality perversity sperm orgasm sodomy sexology homosexuality aphrodisiac anarchiccomedy woodyallen johncarradine loujacobi woodyallen"
3824,10641,Autumn in New York,"autumn in new york follows the sexual exploits of will keane - new york restaurateur, infamous verging-on-50 playboy, master of the no-commitment seduction - until he runs into an unexpected dead end when he meets charlotte fielding. charlotte is half will's age and twice his match, a 21 year-old free spirit yearning to get out and taste the excitement of adult life. drama romance newlove loveofone'slife unexpectedhappiness dyinganddeath success kiss love relationship unhappiness womandirector fearofdying richardgere winonaryder anthonylapaglia joanchen"
3825,6282,Coyote Ugly,"graced with a velvet voice, 21-year-old violet sanford heads to new york to pursue her dream of becoming a songwriter only to find her aspirations sidelined by the accolades and notoriety she receives at her ""day"" job as a barmaid at coyote ugly. the ""coyotes"" as they are affectionately called tantalize customers and the media alike with their outrageous antics, making coyote ugly the watering hole for guys on the prowl. comedy bar musical beautifulwoman piperperabo adamgarcia johngoodman davidmcnally"
3830,27723,Psycho Beach Party,"spoof of 1960's beach party/gidget surfing movies mixed with slasher horror films. a not-so-innocent girl in 1960's malibu becomes the first girl surfer at malibu beach, only she suffers from dissociative identity disorder and occasionally her alter ego, a sexually aggressive, foul-speaking girl, comes out. during her ""episodes"" several beach goers are found murdered. comedy gay dancing detective confession beach surfer satire party malibu friends revenge murder basedonplay independentfilm diner spoof summer killer drag laurenambrose nicholasbrendon amyadams robertleeking"
3833,33468,The Brain That Wouldn't Die,"dr. bill cortner (jason evers) and his fiancée, jan compton (virginia leith), are driving to his lab when they get into a horrible car accident. compton is decapitated. but cortner is not fazed by this seemingly insurmountable hurdle. his expertise is in transplants, and he is excited to perform the first head transplant. keeping compton's head alive in his lab, cortner plans the groundbreaking yet unorthodox surgery. first, however, he needs a body. horror sciencefiction transplantation experiment mutant brain fiancé surgeon stripclub stripper carcrash laboratory independentfilm gore disembodiedhead maddoctor bmovie decapitation severedhead caraccident violence transplant armrippedoff surgery jasonevers virginialeith dorisbrent josephgreen"
3837,15158,Phantasm II,"mike, after his release from a psychiatric hospital, teams up with his old pal reggie to hunt down the tall man, who is at it again. a mysterious, beautiful girl has also become part of mike's dreams, and they must find her before the tall man does. action horror sciencefiction thriller portal undertaker evil tallman sentinals jameslegros reggiebannister angusscrimm doncoscarelli"
3857,10391,Bless the Child,"when maggie's sister jenna saddles her with an autistic newborn named cody she touches maggie's heart and becomes the daughter she has always longed for. but six years later jenna suddenly re-enters her life and, with her mysterious new husband, eric stark, abducts cody. despite the fact that maggie has no legal rights to cody, fbi agent john travis, takes up her cause when he realizes that cody shares the same birth date as several other recently missing children. drama horror thriller crime sistersisterrelationship autism mephisto satanism ersatz kimbasinger angelabettis hollistoncoleman chuckrussell"
3858,14195,Cecil B. Demented,an insane independent film director and his renegade group of teenage film makers kidnap an a-list hollywood actress and force her to star in their underground film. thriller comedy crime heroin blindfold bong perversion burnedalive independentfilm melaniegriffith stephendorff aliciawitt johnwaters
3863,8843,The Cell,a psychotherapist journeys inside a comatose serial killer in the hopes of saving his latest victim. horror sciencefiction thriller drowning therapist virtualreality serialkiller psychopathy fbiagent jenniferlopez vincentd'onofrio vincevaughn tarsemsingh
3865,23618,The Original Kings of Comedy,"the original kings of comedy achieves the seemingly impossible task of capturing the rollicking and sly comedy routines of stand-up and sitcom vets steve harvey, d.l. hughley, cedric the entertainer, and bernie mac and the magic of experiencing a live concert show. director spike lee and his crew plant a multitude of cameras in a packed stadium and onstage (as well as backstage, as they follow the comedians) to catch the vivid immediacy of the show, which is as much about the audience as it is about the jokes. comedy steveharvey d.l.hughley cedrictheentertainer spikelee"
3869,37137,The Naked Gun 2½: The Smell of Fear,"bumbling cop frank drebin is out to foil the big boys in the energy industry, who intend to suppress technology that will put them out of business. comedy crime washingtond.c. usapresident spoof thewhitehouse leslienielsen priscillapresley georgekennedy davidzucker"
3879,11398,The Art of War,"when ruthless terrorists threaten to bring down the united nations, they frame the one man they believe can stop them: an international security expert named shaw. now he must run from his own allies and become a solitary force for good, as he tries to stop what could become world war iii. crime action adventure china chinesewoman secretagent conspiracyofmurder unitednations wesleysnipes donaldsutherland maurychaykin christianduguay"
3882,1588,Bring It On,"the toro cheerleading squad from rancho carne high school in san diego has got spirit, spunk, sass and a killer routine that's sure to land them the national championship trophy for the sixth year in a row. but for newly-elected team captain, the toros' road to total cheer glory takes a shady turn when she discovers that their perfectly-choreographed routines were in fact stolen. comedy cheerleader sport highschool teenagegirl cheerleading cheeringcrowd duringcreditsstinger kirstendunst jessebradford elizadushku peytonreed"
3884,19150,The Crew,four retired mobsters plan one last crime to save their retirement home. action comedy richarddreyfuss burtreynolds danhedaya michaeldinner
3889,12211,Highlander: Endgame,"immortals connor and duncan macleod join forces against a man from connor's distant past in the highlands of scotland, kell, an immensely powerful immortal who leads an army of equally powerful and deadly immortal swordsmen and assassins. no immortal alive has been able to defeat kell yet, and neither connor nor duncan are skilled enough themselves to take him on and live. the two of them eventually come to one inevitable conclusion; one of them must die so that the combined power of both the highlanders can bring down kell for good. there can be only one... the question is, who will it be? action fantasy sciencefiction lossoflover antiquary lossofpowers deathofafriend immortality christopherlambert brucepayne adrianpaul douglasaarniokoski"
3893,10480,Nurse Betty,"what happens when a person decides that life is merely a state of mind? if you're betty, a small-town waitress and soap opera fan from fair oaks, kansas, you refuse to believe that you can't be with the love of your life just because he doesn't really exist. after all, life is no excuse for not living. traumatized by a savage event, betty enters into a fugue state that allows -- even encourages -- her to keep functioning... in a kind of alternate reality. comedy crime thriller independentfilm nativeamerican violence soapopera usedcardealer nurseuniform femalebartender tvproduction heartspecialist formosacafehollywood tvwriter murdererduo renéezellweger morganfreeman chrisrock neillabute"
3895,10685,The Watcher,"fbi agent joel campbell, burnt-out and shell-shocked after years spent chasing serial killers, flees l.a. to begin a new life for himself in chicago. but five months later, joel's best laid plans are abruptly cut short when his new hometown becomes the setting for some particularly gruesome murders--murders that could only have been committed by one man: david allen griffin. one of joel's most elusive and cunning nemeses, griffin has followed his former pursuer to chicago in order to play a sadistic game of cat and mouse. taunting joel with photographs of his intended victims and leaving his crime scenes meticulously free of clues in order to keep the police at bay, griffin derives as much pleasure out of watching joel react to every movement as watching his victims die. but when griffin moves into joel's inner circle, joel must quickly find some way to stop him before someone close to him becomes the next one to die. mystery thriller chicago fbi menace coveredinvestigation stateofemergency investigation suspense serialkiller littlegirl psychiatrist fbiagent psychotherapy jamesspader keanureeves marisatomei joecharbanic"
3896,1619,The Way of the Gun,"parker and longbaugh are a pair of low-level petty criminals, living off the grid and funding their existence through unconventional and often illegal means. wanting to move past petty crime, they vow to get the proverbial ""big score. action crime drama thriller gunslinger mexico hotel ransom mexicanstandoff kidnapping spermbank fromragstoriches surrogatemother money gunfight drifter gangster criminal desert millionaire neo-western beniciodeltoro ryanphillippe juliettelewis christophermcquarrie"
3901,18074,Duets,"duets is a road-trip comedy which revolves around the little known world of karaoke and the whimsical characters who inhabit it. all roads lead to omaha, site of a national karaoke competition where this motley group of singers and stars come together for a blow-out sing-off. comedy drama music musical gwynethpaltrow scottspeedman mariabello brucepaltrow"
3908,12212,Urban Legends: Final Cut,"the making of a horror movie takes on a terrifying reality for students at the most prestigious film school in the country in 'urban legends: final cut', the suspenseful follow up to the smash hit 'urban legend'. at alpine university, someone is determined to win the best film award at any cost - even if it means eliminating the competition. no one is safe and everyone is a suspect. 'urban legends: final cut' is an edge-of-your-seat thriller that will keep you guessing until the shocking climax. horror filmmaking highschool sequel serialkiller slasher aftercreditsstinger jennifermorrison matthewdavis lorettadevine johnottman"
3909,14629,Woman on Top,"set to the intoxicating rhythms of brazil, ""woman on top"" is a spicy, sexy comedy about the magic of food, love and music. meet isabella, a sultry enchantress born with the special gift of melting the palates and hearts of men everywhere. when she decides to break free from her rocky marriage and the stifling kitchen of her husband's restaurant in brazil, she spirits off to san francisco in pursuit of her dreams of a real culinary career. comedy drama romance womandirector penélopecruz murilobenicio markfeuerstein finatorres"
3910,16,Dancer in the Dark,"selma, a czech immigrant on the verge of blindness, struggles to make ends meet for herself and her son, who has inherited the same genetic disorder and will suffer the same fate without an expensive operation. when life gets too difficult, selma learns to cope through her love of musicals, escaping life's troubles - even if just for a moment - by dreaming up little numbers to the rhythmic beats of her surroundings. drama crime music individual dancing usa robbery factoryworker secret factory smalltown dance blindnessandimpairedvision deathpenalty immigrant eyeoperation eyesight fantasy naivety self-abandonment hereditarydisease lossofeyesight czech dyinganddeath van friendship murder teacher debt execution crime policeofficer björk catherinedeneuve davidmorse larsvontrier"
3911,13785,Best in Show,"the tension is palpable, the excitement is mounting and the heady scent of competition is in the air as hundreds of eager contestants from across america prepare to take part in what is undoubtedly one of the greatest events of their lives -- the mayflower dog show. the canine contestants and their owners are as wondrously diverse as the great country that has bred them. comedy illinois petshop poodle independentfilm mockumentary terrier kimono jaybrazeau parkerposey michaelhitchcock christopherguest"
3916,10637,Remember the Titans,"after leading his football team to 15 winning seasons, coach bill yoast is demoted and replaced by herman boone – tough, opinionated and as different from the beloved yoast as he could be. the two men learn to overcome their differences and turn a group of hostile young men into true champions. drama kukluxklan americanfootball trainer sportsteam racepolitics coaction apartheid sport highschool racialsegregation racist basedontruestory americanfootballplayer xenophobia headcoach denzelwashington willpatton ryanhurst boazyakin"
3943,24664,Bamboozled,"tv producer pierre delacroix (damon wayans) becomes frustrated when network brass reject his sitcom idea. hoping to get fired, delacroix pitches the worst idea he can think of: a minstrel show. the network not only airs it, but it incredibly becomes a smash hit. michael rapaport co-stars in this searing satire. comedy drama damonwayans savionglover tommydavidson spikelee"
3945,20455,Digimon: The Movie,"the first story focused on tai and kari kamiya four years before their adventure in the digital world. it shows their first encounter with digimon and what happened to them (as well as the other children). tai and kari wake one morning to find a digi-egg that came out of their computer the night before and the egg soon hatches, revealing a botamon. the digimon then evolves into koromon and then agumon (not the same one that became friends with tai in the series, and yet, somehow, both koromon and kari remember each other), who then goes out and unintentionally destroys a good part of the neighborhood with kari riding on his back. a second digi-egg appears in the sky to reveal an evil digimon, parrotmon. agumon then digivolves to greymon but isn't strong enough to beat parrotmon and is knocked out. tai grabs kari's whistle and wakes up greymon, who defeats parrotmon and disappears with him. fantasy animation sciencefiction family videogame monster lossofenergy egg computer goodvsevil internet basedonvideogame giantegg animaltrainer superherokids anime larajillmiller joshuaseth bobpapenbrook mamoruhosoda shigeyasuyamauchi"
3946,10461,Get Carter,"remake of the michael caine classic. jack carter, a mob enforcer living in las vegas, travels back to his hometown of seattle for his brother's funeral. during this visit, carter realizes that the death of his brother was not accidental, but a murder. with this knowledge, carter sets out to kill all those responsible. action drama thriller crime ritual pornographicvideo carcrash dvd sylvesterstallone mirandarichardson rachaelleighcook stephent.kay"
3949,641,Requiem for a Dream,the hopes and dreams of four ambitious people are shattered when their drug addictions begin spiraling out of control. a look into addiction and how it overcomes the mind and body. crime drama drugaddiction junkie heroin speed diet unsociability illegalprostitution ellenburstyn jaredleto jenniferconnelly darrenaronofsky
3952,6521,The Contender,"political thriller about laine hanson's nomination and confirmation as vice president. an allegation that she was involved in a sexual orgy at the age of 19 is leaked to the press. as pressure mounts on laine, she's torn between fighting back or sticking to her principles and refusing to comment on the allegations. drama thriller politics suspense garyoldman joanallen jeffbridges rodlurie"
3955,16888,The Ladies Man,"because of his salacious language, late-night radio advice-show host leon phelps, along with his sweet and loyal producer julie, is fired from his chicago gig. leon gets a letter from a former lover promising a life of wealth, but he doesn't know who she is. can leon find his secret sugar-mama? what about julie? comedy femalenudity tattoo radio cheatonhusband eatingcontest timmeadows karynparsons billydeewilliams reginaldhudlin"
3967,71,Billy Elliot,"set against the background of the 1984 miner's strike, billy elliot is an 11 year old boy who stumbles out of the boxing ring and onto the ballet floor. he faces many trials and triumphs as he strives to conquer his family's set ways, inner conflict, and standing on his toes! drama comedy music workers'quarter dancingclass strike northernengland scholarship ballet jamiebell juliewalters jeanheywood stephendaldry"
3968,1636,Bedazzled,"elliot richardson, suicidal techno geek, is given seven wishes to turn his life around when he meets up with a very seductive satan. the catch: his soul. some of his wishes include a 7 foot basketball star, a rock star, and a hamburger. but, as could be expected, the devil must put her own little twist on each his fantasies. fantasy comedy romance loveofone'slife mephisto wish saleofsoul pactwiththedevil teuflisch elizabethhurley brendanfraser franceso'connor haroldramis"
3969,10647,Pay It Forward,"like some other kids, 12-year-old trevor mckinney believed in the goodness of human nature. like many other kids, he was determined to change the world for the better. unlike most other kids, he succeeded. drama romance child'spointofview candlelightvigil gooddeed exoticdancer schoolteacher extracreditassignment disfigurement juniorhighschool burninjury womandirector kevinspacey helenhunt haleyjoelosment mimileder"
3972,12207,The Legend of Drunken Master,"returning home with his father after a shopping expedition, wong fei-hong is unwittingly caught up in the battle between foreigners who wish to export ancient chinese artifacts and loyalists who don't want the pieces to leave the country. fei-hong must fight against the foreigners using his drunken boxing style, and overcome his father's antagonism as well. action comedy fathersonrelationship martialarts showdown fistfight friendship duel jackiechan anitamui tilung liuchia-liang"
3973,11531,Book of Shadows: Blair Witch 2,"young adults become fascinated by the events of the three missing filmmakers in maryland, so they decide to go into the same woods and find out what really happened. mystery thriller horror witch video forest horror vision kimdirector jeffreydonovan ericaleerhsen joeberlinger"
3974,24100,The Little Vampire,"based on the popular books, the story tells of tony who wants a friend to add some adventure to his life. what he gets is rudolph, a vampire kid with a good appetite. the two end up inseparable, but their fun is cut short when all the hopes of the vampire race could be gone forever in single night. with tony's access to the daytime world, he helps them to find what they've always wanted. family horror basedonnovel vampire bite independentfilm fangvamp richarde.grant jonathanlipnicki jimcarter uliedel"
3980,11978,Men of Honor,"against formidable odds -- and an old-school diving instructor embittered by the u.s. navy's new, less prejudicial policies -- carl brashear sets his sights on becoming the navy's first african-american master diver in this uplifting true story. their relationship starts out on the rocks, but fate ultimately conspires to bring the men together into a setting of mutual respect, triumph and honor. drama diving u.s.navy robertdeniro cubagoodingjr. charlizetheron georgetillman,jr."
3984,681,Diamonds Are Forever,diamonds are stolen only to be sold again in the international market. james bond infiltrates a smuggling mission to find out who’s guilty. the mission takes him to las vegas where bond meets his archenemy blofeld. adventure action thriller spy fight secretorganization satellite secretagent plasticsurgery smuggling murder extortion violence millionaire fingerprints dirtbike womandrowned casinoowner oldwomanmurdered highdive genderdisguise aftercreditsstinger mastervillain seanconnery jillst.john charlesgray guyhamilton
3990,16340,Rugrats in Paris: The Movie,"the rugrats are back! there's tommy the brave one, chuckie the timid one, phil and lil the odd couple, dil, and spoiled brat angelica. this time they're wreaking havoc in paris, france, where tommy's dad stu is summoned after yet another one of his inventions took a dump. adventure animation comedy family paris invention e.g.daily susansarandon johnlithgow stigbergqvist"
3993,10876,Quills,"a nobleman with a literary flair, the marquis de sade lives in a madhouse where a beautiful laundry maid smuggles his erotic stories to a printer, defying orders from the asylum's resident priest. the titillating passages whip all of france into a sexual frenzy, until a fiercely conservative doctor tries to put an end to the fun. drama asylum frenchrevolution french smuggling maid geoffreyrush katewinslet joaquinphoenix philipkaufman"
3996,146,"Crouching Tiger, Hidden Dragon","two warriors in pursuit of a stolen sword and a notorious fugitive are led to an impetuous, physically-skilled, teenage nobleman's daughter, who is at a crossroads in her life. adventure drama action romance flying martialarts taskmaster comb tiger desertthief theft femalemartialartist chowyun-fat michelleyeoh zhangziyi anglee"
4000,2669,The Bounty,"the familiar story of lieutenant bligh, whose cruelty leads to a mutiny on his ship. this version follows both the efforts of fletcher christian to get his men beyond the reach of british retribution, and the epic voyage of lieutenant bligh to get his loyalists safely to east timor in a tiny lifeboat. action drama history femalenudity exoticisland mutiny lake nudity sailing ship adventure tahiti murder pregnancy greatbarrierreef sailor nativepeoples stormatsea whipping britishsailor basedontrueevents fiji melgibson anthonyhopkins laurenceolivier rogerdonaldson"
4005,708,The Living Daylights,james bond helps a russian general escape into the west. he soon finds out that the kgb wants to kill him for helping the general. a little while later the general is kidnapped from the secret service leading 007 to be suspicious. action adventure thriller londonengland smugglingofarms prison england assassination spy falselyaccused secretidentity countryestate armsdeal russia drugtraffic secretmission secretintelligenceservice kgb villain renegade specialcar tangiermorocco bigwheel pipeline cello orchestra freedomfighter czechoslovakia bratislava afghanistan airplane schlossschönbrunn escape moscow vienna timothydalton maryamd'abo jeroenkrabbé johnglen
4007,10673,Wall Street,"a young and impatient stockbroker is willing to do anything to get to the top, including trading on illegal inside information taken through a ruthless and greedy corporate raider whom takes the youth under his wing. crime drama power fraud broker wallstreet finances lawyer union millionaire stockbroker charliesheen michaeldouglas martinsheen oliverstone"
4008,2604,Born on the Fourth of July,"the biography of ron kovic. paralyzed in the vietnam war, he becomes an anti-war and pro-human rights political activist after feeling betrayed by the country he fought for. drama war vietnamveteran posttraumaticstressdisorder bar 1970s wheelchair vietnamwar desert spitintheface drunkenness 1950s 1960s tomcruise raymondj.barry carolinekava oliverstone"
4009,10132,Talk Radio,"a rude, contemptuous talk show host becomes overwhelmed by the hatred that surrounds his program just before it goes national. drama anonymity radiopresenter success dangerous radiotransmission independentfilm ericbogosian ellengreene lesliehope oliverstone"
4011,107,Snatch,"the second film from british director guy ritchie. snatch tells an obscure story similar to his first fast-paced crazy character-colliding filled film “lock, stock and two smoking barrels.” there are two overlapping stories here – one is the search for a stolen diamond, and the other about a boxing promoter who’s having trouble with a psychotic gangster. thriller crime gypsy bareknuckleboxing slang trailerpark pig sport receivingofstolengoods cockneyaccent diamond pikey jasonstatham bradpitt vinniejones guyritchie"
4014,392,Chocolat,"a fable of emotional liberation and chocolate. a mother and daughter move to a small french town where they open a chocolate shop. the town, religious and morally strict, is against them as they represent free-thinking and indulgence. when a group of boat gypsies float down the river the prejudices of the mayor leads to a crisis. comedy drama romance chocolate mayor praline single motherdaughterrelationship juliettebinoche alfredmolina johnnydepp lassehallström"
4015,8859,"Dude, Where’s My Car?","jesse and chester, two bumbling stoners, wake up one morning from a night of partying and cannot remember where they parked their car. they encounter a variety of people while looking for it, including their angry girlfriends, an angry street gang, a transexual stripper, a cult of alien seeking fanatics, and aliens in human form looking for a mystical device that could save or destroy the world. comedy dude amnesia idiot auto friendship cannabis hangover spoof teenager drug alcoholabuse celebration car duringcreditsstinger child ashtonkutcher seannwilliamscott kristyswanson dannyleiner"
4017,12509,Pollock,"in august of 1949, life magazine ran a banner headline that begged the question: ""jackson pollock: is he the greatest living painter in the united states?"" the film is a look back into the life of an extraordinary man, a man who has fittingly been called ""an artist dedicated to concealment, a celebrity who nobody knew."" as he struggled with self-doubt, engaging in a lonely tug-of-war between needing to express himself and wanting to shut the world out, pollock began a downward spiral. drama romance artist success relationshipproblems alcoholism independentfilm fallinginlove edharris marciagayharden tombower edharris"
4019,711,Finding Forrester,gus van sant tells the story of a young african american man named jamal who confronts his talents while living on the streets of the bronx. he accidentally runs into an old writer named forrester who discovers his passion for writing. with help from his new mentor jamal receives a scholarship to a private school. drama upperclass brotherbrotherrelationship scotland poetry basedonnovel mentor becominganadult professor literature intellectuallygifted plagiarism literaturecompetition privateschool manuscript seclusion pulitzerprize dyinganddeath idol friendship unsociability highschool scholarship fatherfigure seanconnery robbrown f.murrayabraham gusvansant
4024,25520,The House of Mirth,a woman risks losing her chance of happiness with the only man she has ever loved. drama romance gilliananderson danaykroyd eleanorbron terencedavies
4025,1493,Miss Congeniality,"when the local fbi office receives a letter from a terrorist known only as 'the citizen', it's quickly determined that he's planning his next act at the miss america beauty pageant. because tough-as-nails gracie hart is the only female agent at the office, she's chosen to go undercover as the contestant from new jersey. comedy crime action undercoveragent beautycontest terrorism sandrabullock benjaminbratt michaelcaine donaldpetrie"
4027,134,"O Brother, Where Art Thou?","in the deep south during the 1930s, three escaped convicts search for hidden treasure while a relentless lawman pursues them. on their journey they come across many comical characters and incredible situations. based upon homer's 'odyssey'. action adventure comedy prophecy southernusa musicrecord countrymusic mississippi seduction musical fraud georgeclooney johnturturro timblakenelson joelcoen"
4030,10577,Dracula 2000,"in the millenium version of this classic gothic horror we find abraham van helsing (plummer), who has tangled with count dracula (butler) in the past, working as an english antiques dealer. simon (miller) is a vampire hunter in training under his apprenticeship. thriller horror vampire dracula bite blood vlad fangvamp gerardbutler christopherplummer jonnyleemiller patricklussier"
4031,21355,All the Pretty Horses,"the year is 1949. a young texan named john grady finds himself without a home after his mother sells the ranch where he has spent his entire life. lured south of the border by the romance of cowboy life and the promise of a fresh start, cole and his pal embark on an adventure that will test their resilience, define their maturity, and change their lives forever. drama romance western dancing chess prisoner coffin wrongaccusal ranch airplane beating jail rifle corpse lasso cautery mattdamon henrythomas penélopecruz billybobthornton"
4032,29122,An Everlasting Piece,"colin (barry mcevoy) is a catholic and george (brian o'byrne) is a poetry-loving protestant. in belfast in the 1980s, they could have been enemies, but instead they became business partners. after persuading a mad wig salesman, known as the scalper (billy connolly), to sell them his leads, the two embark on a series of house calls comedy crime toupee scalper barrymcevoy bríanf.o'byrne annafriel barrylevinson"
4035,44853,The Claim,"a prospector sells his wife and daughter to another gold miner for the rights to a gold mine. twenty years later, the prospector is a wealthy man who owns much of the old west town named kingdom come. but changes are brewing and his past is coming back to haunt him. a surveyor and his crew scouts the town as a location for a new railroad line and a young woman suddenly appears in the town and is evidently the man's daughter. drama romance western petermullan millajovovich wesbentley michaelwinterbottom"
